Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P14540	P14540	22	22	22	Fructose-bisphosphate aldolase	FBA1	sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3	1	22	22	22	75.8	75.8	75.8	39.62	359	359	0	323.31	0.57536	0.82581	18.142	211	0	Leave out requantified	210460000000	133310000000	77153000000				289	685;1874;2005;2006;2019;2184;2332;2780;3087;3831;4138;4626;6924;7141;8243;11950;11951;12475;13345;14912;14913;14914	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	695;1894;2027;2028;2029;2042;2207;2356;2806;3116;3863;4170;4664;6982;6983;7201;8310;8311;12068;12069;12603;13478;15061;15062;15063	2271;2272;2273;5919;5920;5921;5922;6406;6407;6408;6409;6410;6411;6412;6413;6414;6415;6416;6417;6418;6419;6420;6421;6422;6423;6424;6425;6426;6427;6428;6429;6430;6431;6464;6465;6925;6926;6927;6928;6929;6930;6931;6932;7359;7360;7361;7362;7363;8699;8700;8701;8702;8703;8704;8705;8706;8707;8708;8709;8710;9561;9562;9563;9564;9565;9566;9567;9568;9569;9570;11630;11631;12389;12390;12391;12392;12393;12394;12395;12396;13778;13779;20642;20643;20644;20645;20646;20647;20648;20649;20650;20651;20652;20653;20654;20655;20656;20657;20658;20659;20660;20661;20662;20663;20664;21192;21193;21194;21195;21196;21197;21198;24390;24391;24392;24393;24394;24395;24396;24397;24398;24399;24400;24401;24402;24403;24404;24405;24406;35274;35275;35276;35277;35278;35279;35280;35281;35282;35283;35284;35285;35286;36902;36903;36904;36905;36906;36907;36908;36909;36910;36911;36912;36913;39526;39527;39528;39529;39530;39531;39532;39533;39534;39535;39536;39537;39538;39539;39540;39541;39542;39543;39544;39545;39546;39547;39548;39549;39550;39551;39552;39553;39554;39555;39556;39557;39558;39559;39560;39561;39562;39563;39564;39565;39566;39567;39568;39569;39570;39571;39572;39573;39574;39575;39576;39577;39578;39579;39580;39581;39582;39583;39584;39585;39586;39587;39588;39589;39590;39591;39592;39593;39594;39595;39596;39597;39598;39599;39600;39601;39602;39603;39604;39605;39606;39607;39608;39609;39610;39611;39612;39613;39614;39615;39616;39617;39618;39619;39620;39621;39622;39623;39624;39625;39626;39627;39628;39629;39630;39631;39632;39633;39634;39635;39636;39637;39638;39639;39640;39641;39642;39643;39644;39645;39646;39647;39648;39649;39650;39651;39652;39653;39654;39655;39656;39657;39658;39659;39660;39661;39662;39663;39664;39665;39666;39667;39668;39669;39670;39671;39672;39673;39674;39675;39676;39677;39678;39679;39680;39681;39682;39683;39684;39685;39686;39687;39688;39689;39690;39691;39692;39693;39694;39695;39696;39697;39698;39699;39700;39701;39702;39703;39704;39705;39706;39707;39708;39709;39710;39711;39712;39713;39714;39715;39716;39717;39718;39719;39720;39721;39722;39723;39724;39725;39726;39727;39728;39729;39730;39731;39732;39733;39734;39735;39736;39737;39738;39739;39740;39741;39742;39743;39744;39745;39746;39747;39748;39749;39750;39751;39752;39753;39754;39755;39756;39757;39758;39759;39760;39761;39762;39763;39764;39765;39766;44814;44815;44816;44817;44818;44819;44820;44821;44822;44823;44824;44825;44826;44827;44828;44829;44830;44831;44832	4216;4217;4218;4219;4220;4221;4222;4223;4224;10907;10908;10909;10910;10911;10912;10913;11766;11767;11768;11769;11770;11771;11772;11773;11774;11775;11776;11777;11778;11779;11780;11781;11782;11783;11784;11785;11786;11787;11788;11789;11790;11791;11792;11793;11794;11795;11796;11797;11798;11799;11800;11801;11802;11803;11804;11805;11806;11807;11808;11809;11810;11811;11812;11813;11814;11815;11816;11817;11818;11819;11820;11821;11822;11823;11824;11825;11826;11827;11828;11829;11893;11894;12753;12754;12755;12756;12757;12758;12759;12760;12761;12762;12763;12764;12765;12766;13486;13487;13488;13489;13490;13491;13492;13493;13494;13495;13496;13497;13498;13499;13500;13501;13502;13503;15860;15861;15862;15863;15864;15865;15866;15867;15868;15869;15870;15871;15872;15873;15874;15875;15876;15877;15878;15879;15880;15881;15882;15883;15884;15885;15886;15887;15888;15889;15890;15891;17472;17473;17474;17475;17476;17477;17478;17479;17480;17481;17482;17483;17484;17485;17486;17487;17488;21258;21259;21260;21261;21262;21263;21264;22680;22681;22682;22683;22684;22685;22686;22687;22688;22689;22690;22691;22692;25184;25185;25186;37436;37437;37438;37439;37440;37441;37442;37443;37444;37445;37446;37447;37448;37449;37450;37451;37452;37453;37454;37455;37456;37457;37458;37459;37460;37461;37462;37463;37464;37465;37466;37467;37468;37469;37470;37471;37472;37473;37474;37475;37476;37477;37478;38313;38314;38315;38316;38317;38318;38319;38320;38321;38322;38323;38324;38325;38326;38327;38328;43993;43994;43995;43996;43997;43998;43999;44000;44001;44002;44003;44004;44005;44006;44007;44008;44009;44010;44011;44012;44013;44014;44015;44016;44017;44018;44019;44020;44021;63107;63108;63109;63110;63111;63112;63113;63114;63115;63116;63117;63118;63119;63120;63121;63122;63123;63124;63125;63126;63127;63128;63129;63130;63131;63132;63133;63134;63135;63136;63137;63138;63139;63140;63141;63142;63143;63144;63145;63146;63147;63148;63149;63150;63151;63152;63153;66131;66132;66133;66134;66135;66136;66137;66138;66139;66140;66141;66142;66143;66144;66145;66146;66147;70854;70855;70856;70857;70858;70859;70860;70861;70862;70863;70864;70865;70866;70867;70868;70869;70870;70871;70872;70873;70874;70875;70876;70877;70878;70879;70880;70881;70882;70883;70884;70885;70886;70887;70888;70889;70890;70891;70892;70893;70894;70895;70896;70897;70898;70899;70900;70901;70902;70903;70904;70905;70906;70907;70908;70909;70910;70911;70912;70913;70914;70915;70916;70917;70918;70919;70920;70921;70922;70923;70924;70925;70926;70927;70928;70929;70930;70931;70932;70933;70934;70935;70936;70937;70938;70939;70940;70941;70942;70943;70944;70945;70946;70947;70948;70949;70950;70951;70952;70953;70954;70955;70956;70957;70958;70959;70960;70961;70962;70963;70964;70965;70966;70967;70968;70969;70970;70971;70972;70973;70974;70975;70976;70977;70978;70979;70980;70981;70982;70983;70984;70985;70986;70987;70988;70989;70990;70991;70992;70993;70994;70995;70996;70997;70998;70999;71000;71001;71002;71003;71004;71005;71006;71007;71008;71009;71010;71011;71012;71013;71014;71015;71016;71017;71018;71019;71020;71021;71022;71023;71024;71025;71026;71027;71028;71029;71030;71031;71032;71033;71034;71035;71036;71037;71038;71039;71040;71041;71042;71043;71044;71045;71046;71047;71048;71049;71050;71051;71052;71053;71054;71055;71056;71057;71058;71059;71060;71061;71062;71063;71064;71065;71066;71067;71068;71069;71070;71071;71072;71073;71074;71075;71076;71077;71078;71079;71080;71081;71082;71083;71084;71085;71086;71087;71088;71089;71090;71091;71092;71093;71094;71095;71096;71097;71098;71099;71100;71101;71102;71103;71104;71105;71106;71107;71108;71109;71110;71111;71112;71113;71114;71115;71116;71117;71118;71119;71120;71121;71122;71123;71124;71125;71126;71127;71128;71129;71130;71131;71132;71133;71134;71135;71136;71137;71138;71139;71140;71141;71142;71143;71144;71145;71146;71147;71148;71149;71150;71151;71152;71153;71154;71155;71156;71157;71158;71159;71160;71161;71162;71163;71164;71165;71166;71167;71168;71169;71170;71171;71172;71173;71174;71175;71176;71177;71178;71179;71180;71181;71182;71183;71184;71185;71186;71187;71188;71189;71190;71191;71192;80376;80377;80378;80379;80380;80381;80382;80383;80384;80385;80386;80387;80388;80389;80390;80391;80392;80393;80394;80395;80396;80397;80398;80399;80400;80401;80402;80403;80404;80405;80406;80407;80408;80409;80410;80411;80412;80413;80414;80415;80416;80417;80418;80419;80420;80421	4220;10913;11774;11782;11893;12764;13489;15872;17482;21264;22692;25184;37466;38326;44005;63132;63142;66135;70864;80377;80407;80420	66;67	123;312	-1
P14680	P14680	2	2	2	Dual specificity protein kinase YAK1	YAK1	sp|P14680|YAK1_YEAST Dual specificity protein kinase YAK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAK1 PE=1 SV=1	1	2	2	2	3.6	3.6	3.6	91.244	807	807	0.001913	1.8243	NaN	NaN	NaN	1	0	Median	934410000	497190000	437220000				290	2133;5276	True;True	2156;5324	6775;6776;15758	12487;12488;28798	12488;28798			-1
P14681	P14681	3	3	3	Mitogen-activated protein kinase KSS1	KSS1	sp|P14681|KSS1_YEAST Mitogen-activated protein kinase KSS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KSS1 PE=1 SV=1	1	3	3	3	14.1	14.1	14.1	42.692	368	368	0	15.082	1.1342	1.7037	14.747	3	0	Median	66091000	34368000	31723000				291	5883;8350;11984	True;True;True	5933;8422;12102	17517;24901;24902;24903;35426	32005;44941;44942;44943;44944;63361	32005;44943;63361			-1
P14682	P14682	2	2	2	Ubiquitin-conjugating enzyme E2-34 kDa	CDC34	sp|P14682|UBC3_YEAST Ubiquitin-conjugating enzyme E2-34 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC34 PE=1 SV=1	1	2	2	2	10.5	10.5	10.5	34.064	295	295	0	13.986	0.70493	1.1593	34.742	2	0	Median	110400000	58457000	51939000				292	3537;7071	True;True	3567;7131	10773;10774;21011;21012	19681;19682;38034;38035	19682;38034			-1
P14741	P14741	5	5	5	Translation initiation factor eIF-2B subunit alpha	GCN3	sp|P14741|EI2BA_YEAST Translation initiation factor eIF-2B subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN3 PE=1 SV=1	1	5	5	5	24.3	24.3	24.3	34.025	305	305	0	9.5262	0.64362	1.0175	19.792	4	0	Leave out requantified	115210000	64499000	50715000				293	1199;1416;4130;7019;9304	True;True;True;True;True	1214;1432;4162;7078;9387	3807;4501;12367;12368;20880;20881;27739;27740	7088;8322;22641;22642;22643;37834;37835;37836;49859;49860	7088;8322;22643;37836;49859			-1
P14742	P14742	20	20	20	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	GFA1	sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4	1	20	20	20	35.4	35.4	35.4	80.046	717	717	0	89.123	0.66711	1.0381	20.036	34	0	Leave out requantified	4928200000	3082300000	1845900000				294	460;461;1279;1981;2204;4860;5327;6736;7448;8068;11247;11570;11643;12045;12589;14283;15069;15182;15321;15389	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	469;470;1295;2003;2227;4901;5375;6792;7511;8135;11360;11684;11757;12163;12717;14427;15218;15331;15472;15540	1639;1640;1641;1642;1643;4117;4118;6317;6318;6986;6987;6988;6989;6990;14631;14632;14633;14634;15904;15905;20149;20150;22024;22025;22026;22027;22028;23951;23952;33298;34176;34177;34178;34179;34380;34381;34382;34383;34384;35599;35600;35601;37201;42908;42909;42910;45320;45321;45723;45724;45725;45726;46151;46152;46365;46366;46367;46368	2992;2993;2994;2995;2996;7657;7658;7659;11620;11621;12848;12849;12850;12851;12852;26845;26846;26847;26848;26849;26850;26851;26852;26853;29048;29049;36656;36657;36658;39748;39749;39750;39751;39752;39753;39754;43237;43238;43239;43240;59715;61151;61152;61153;61154;61155;61156;61157;61158;61159;61160;61161;61523;61524;61525;61526;61527;61528;63685;63686;63687;63688;63689;63690;63691;63692;63693;66585;76790;76791;76792;76793;81350;81351;81352;81353;82036;82037;82038;82039;82040;82885;82886;82887;83278;83279;83280;83281;83282	2994;2996;7657;11621;12848;26848;29048;36657;39751;43238;59715;61159;61523;63688;66585;76792;81351;82038;82886;83280			-1
P14743	P14743	6	6	6	Glycylpeptide N-tetradecanoyltransferase	NMT1	sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1	1	6	6	6	23.1	23.1	23.1	52.837	455	455	0	20.8	0.72153	1.09	16.345	5	0	Leave out requantified	314970000	208910000	106050000				295	591;2212;6221;9159;9655;15263	True;True;True;True;True;True	601;2235;6274;9236;9750;15412	2012;7006;18496;18497;18498;27353;27354;28786;45947;45948	3721;12883;33767;33768;33769;33770;49205;49206;49207;49208;49209;49210;51818;82441;82442;82443	3721;12883;33769;49209;51818;82443			-1
P14747	P14747	6	6	6	Serine/threonine-protein phosphatase 2B catalytic subunit A2	CMP2	sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2	1	6	6	6	17.7	17.7	17.7	68.527	604	604	0	19.011	0.5554	0.85006	1.721	4	0	Leave out requantified	110160000	85882000	24281000				296	2419;10408;11667;13197;13586;15655	True;True;True;True;True;True	2443;10514;11782;13327;13721;15808	7618;31066;34429;34430;39027;40495;40496;47141	13948;13949;55784;61601;61602;61603;69872;72486;72487;84658	13948;55784;61601;69872;72486;84658			-1
P14772	P14772	2	1	1	Bile pigment transporter 1	BPT1	sp|P14772|BPT1_YEAST Bile pigment transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPT1 PE=1 SV=2	1	2	1	1	1.2	0.7	0.7	176.87	1559	1559	0.0072267	1.2447	NaN	NaN	NaN	0	0	Median	0	0	0				297	891;13441	True;False	904;13574	2869;2870;40048	5262;5263;71663	5263;71663			-1
P14832	P14832	10	10	10	Peptidyl-prolyl cis-trans isomerase	CPR1	sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3	1	10	10	10	60.5	60.5	60.5	17.39	162	162	0	93.618	0.58075	0.83288	15.308	37	0	Leave out requantified	35975000000	20685000000	15290000000				298	3973;5097;5098;7188;9171;12090;12091;12577;14380;14617	True;True;True;True;True;True;True;True;True;True	4005;5144;5145;7248;9248;12211;12212;12705;14524;14765	11994;11995;11996;11997;11998;15242;15243;15244;15245;15246;15247;15248;15249;15250;15251;15252;15253;15254;15255;21312;21313;21314;21315;21316;21317;21318;21319;21320;21321;21322;21323;27387;27388;35786;35787;35788;35789;35790;35791;35792;37155;37156;37157;37158;37159;37160;37161;37162;37163;37164;37165;37166;37167;37168;37169;37170;37171;37172;37173;43187;43188;43189;44038;44039;44040;44041;44042;44043;44044;44045	21953;21954;21955;21956;21957;21958;21959;27852;27853;27854;27855;27856;27857;27858;27859;27860;27861;27862;27863;27864;27865;27866;27867;27868;27869;27870;27871;27872;27873;27874;27875;27876;27877;27878;27879;27880;27881;27882;27883;27884;27885;27886;27887;38504;38505;38506;38507;38508;38509;38510;38511;38512;38513;38514;38515;38516;38517;38518;38519;38520;38521;38522;38523;38524;38525;38526;49259;49260;49261;49262;49263;49264;49265;64061;64062;64063;64064;64065;64066;64067;64068;64069;64070;64071;64072;64073;64074;64075;64076;64077;64078;64079;66521;66522;66523;66524;66525;66526;66527;66528;66529;66530;66531;66532;66533;66534;66535;66536;66537;66538;66539;66540;66541;77304;77305;77306;77307;77308;78894;78895;78896;78897;78898;78899;78900;78901;78902;78903;78904;78905;78906;78907;78908;78909;78910;78911;78912;78913;78914;78915;78916;78917;78918;78919	21954;27876;27887;38517;49263;64061;64069;66522;77304;78906			-1
P14843	P14843	17	17	15	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited	ARO3	sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1	1	17	17	15	50.8	50.8	46.8	41.069	370	370	0	238.52	0.53713	0.82185	19.387	46	0	Leave out requantified	7932900000	5079200000	2853700000				299	1309;1732;2521;3345;3346;4245;4705;5659;5871;8515;9000;9034;9297;9873;9874;13947;15697	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1325;1751;2545;3375;3376;4277;4744;5709;5921;8588;9077;9111;9380;9971;9972;14087;15850	4234;4235;4236;5480;5481;5482;5483;5484;5485;5486;7898;7899;7900;7901;10339;10340;10341;10342;10343;10344;12680;12681;12682;14218;14219;16952;16953;16954;16955;16956;17485;17486;17487;17488;17489;25301;25302;25303;25304;26893;26894;26895;26896;26966;26967;26968;27719;29441;29442;29443;29444;29445;29446;29447;41658;41659;41660;47257;47258;47259;47260;47261	7866;7867;7868;7869;7870;10129;10130;10131;10132;10133;10134;10135;10136;14382;14383;14384;14385;14386;14387;18911;18912;18913;18914;18915;18916;18917;18918;18919;18920;18921;23212;23213;23214;23215;23216;26076;26077;26078;26079;26080;26081;26082;30990;30991;30992;30993;30994;30995;30996;30997;30998;31955;31956;31957;31958;31959;31960;31961;31962;31963;31964;45654;45655;45656;45657;45658;45659;48374;48375;48376;48377;48378;48379;48380;48381;48382;48383;48384;48385;48386;48387;48388;48389;48390;48391;48392;48393;48394;48395;48396;48397;48398;48399;48400;48520;48521;48522;48523;48524;48525;49819;52956;52957;52958;52959;52960;52961;52962;52963;52964;52965;52966;52967;52968;74485;74486;74487;84857;84858;84859;84860;84861;84862;84863;84864;84865;84866;84867;84868;84869	7869;10131;14386;18914;18920;23216;26077;30996;31961;45658;48394;48520;49819;52958;52964;74487;84866			-1
P14904	P14904	6	6	6	Vacuolar aminopeptidase 1	APE1	sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2	1	6	6	6	15.6	15.6	15.6	57.092	514	514	0	25.249	0.50434	0.75786	38.214	5	0	Leave out requantified	517730000	365540000	152190000				300	4035;4634;5194;5195;11850;13392	True;True;True;True;True;True	4067;4672;5242;5243;11966;13525	12148;13843;13844;15538;15539;15540;15541;35031;35032;39910;39911	22236;22237;25351;25352;28403;28404;28405;28406;28407;28408;62711;62712;71420;71421	22237;25351;28403;28408;62711;71420			-1
P14906	P14906	16	16	16	Protein translocation protein SEC63	SEC63	sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2	1	16	16	16	31.2	31.2	31.2	75.344	663	663	0	51.989	0.70825	1.0569	24.081	18	0	Leave out requantified	1642100000	954560000	687520000				301	1295;1370;5819;6010;7617;7618;8246;10117;10118;10119;10976;10977;10978;12107;14208;15709	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1311;1386;5869;6062;7680;7681;8314;10217;10218;10219;11087;11088;11089;12228;14352;15862	4206;4406;4407;17360;17361;17891;17892;17893;22482;22483;22484;24412;30094;30095;30096;30097;30098;32606;32607;32608;35841;42683;42684;47295	7819;8177;8178;8179;8180;31704;31705;31706;31707;32682;32683;32684;32685;32686;32687;40567;40568;40569;40570;40571;40572;44039;54081;54082;54083;54084;54085;58525;58526;58527;64159;76371;76372;76373;76374;76375;84936	7819;8177;31707;32682;40567;40570;44039;54081;54084;54085;58525;58526;58527;64159;76374;84936			-1
P14907	P14907	12	12	12	Nucleoporin NSP1	NSP1	sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1	1	12	12	12	28.2	28.2	28.2	86.515	823	823	0	55.476	0.74642	1.1572	21.245	14	0	Leave out requantified	1800500000	1046100000	754330000				302	297;1864;4011;6590;6797;6980;10234;11485;12181;12627;13977;15492	True;True;True;True;True;True;True;True;True;True;True;True	301;1884;4043;6645;6853;7039;10338;11598;12304;12755;14117;15644	1109;5891;5892;12104;19725;19726;19727;19728;20291;20802;30550;30551;30552;30553;33838;33839;36046;36047;37312;37313;41727;41728;46683	1962;10867;10868;22162;22163;35918;35919;35920;35921;35922;35923;35924;35925;35926;35927;35928;36862;37716;54905;54906;54907;54908;54909;60560;60561;64495;64496;64497;66750;66751;74596;74597;74598;74599;74600;74601;74602;74603;74604;83883	1962;10868;22163;35927;36862;37716;54909;60560;64497;66750;74596;83883			-1
P14922	P14922	5	5	5	General transcriptional corepressor CYC8	CYC8	sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2	1	5	5	5	9.9	9.9	9.9	107.2	966	966	0	60.739	0.69389	1.0347	6.7357	5	0	Leave out requantified	595850000	384310000	211540000				303	2127;8439;9062;9130;11752	True;True;True;True;True	2150;8511;9139;9207;11868	6755;6756;6757;6758;6759;25123;27055;27264;34686;34687	12451;12452;12453;12454;12455;12456;12457;45330;45331;48691;49054;62096;62097;62098;62099	12456;45330;48691;49054;62096			-1
P15019	P15019	26	26	26	Transaldolase	TAL1	sp|P15019|TAL1_YEAST Transaldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAL1 PE=1 SV=4	1	26	26	26	61.2	61.2	61.2	37.036	335	335	0	207.61	0.56838	0.86464	19.457	66	0	Leave out requantified	21911000000	13772000000	8139000000				304	1046;2007;2008;2057;3156;3595;3624;3915;5182;6466;6616;6826;6827;7624;7625;8301;8302;8720;10053;10841;12715;12749;13944;14196;14711;14712	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1061;2030;2031;2080;3185;3625;3655;3947;5230;6520;6671;6882;6883;7687;7688;8370;8371;8795;10153;10949;12843;12877;14084;14339;14859;14860	3315;3316;3317;3318;3319;3320;3321;3322;3323;3324;3325;3326;6432;6433;6434;6435;6436;6561;6562;6563;6564;6565;9807;9808;10925;10926;10927;11006;11007;11008;11009;11848;15478;15479;19297;19796;19797;19798;19799;20374;20375;20376;22497;22498;22499;22500;24636;24637;24638;24639;24640;26008;26009;26010;26011;29924;29925;32252;32253;37514;37515;37516;37517;37518;37519;37641;37642;37643;37644;37645;41646;41647;41648;41649;41650;41651;41652;42645;42646;42647;42648;44285;44286;44287;44288	6129;6130;6131;6132;6133;6134;6135;6136;6137;6138;6139;6140;6141;6142;6143;6144;6145;6146;6147;6148;6149;6150;6151;11830;11831;11832;11833;11834;11835;11836;11837;11838;12107;12108;12109;12110;12111;12112;12113;12114;12115;12116;17942;17943;19944;19945;19946;19947;19948;19949;19950;19951;19952;20111;20112;20113;20114;20115;20116;20117;21691;28301;28302;28303;28304;28305;28306;28307;35196;35197;36029;36030;36031;36032;36033;37002;37003;37004;40600;40601;40602;40603;40604;44488;44489;44490;44491;44492;44493;44494;44495;44496;44497;44498;44499;44500;44501;44502;46843;46844;46845;46846;46847;53757;53758;53759;53760;53761;53762;53763;57874;57875;67060;67061;67062;67063;67064;67065;67066;67067;67068;67069;67070;67071;67291;67292;67293;67294;67295;67296;67297;67298;67299;67300;67301;67302;67303;67304;67305;67306;67307;67308;74464;74465;74466;74467;74468;74469;74470;74471;74472;74473;74474;76290;76291;76292;76293;76294;79355;79356;79357;79358;79359;79360;79361	6130;11831;11838;12110;17943;19946;20115;21691;28302;35197;36029;37002;37004;40600;40604;44493;44501;46845;53758;57875;67066;67297;74465;76293;79356;79359			-1
