Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P05030	P05030	44	44	17	Plasma membrane ATPase 1	PMA1	sp|P05030|PMA1_YEAST Plasma membrane ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMA1 PE=1 SV=2	1	44	44	17	50.4	50.4	21.5	99.618	918	918	0	323.31	0.63443	0.876	29.549	107	0	Leave out requantified	142720000000	83268000000	59456000000				92	151;1502;3622;3693;3694;3950;4423;4424;4823;4824;6106;6107;6187;6409;6722;6908;7418;7978;8298;8299;8388;9028;9144;9607;10184;10185;10419;10739;10740;10976;12306;12593;12967;12968;13446;13447;14116;14117;14520;14535;14641;15177;15178;15344	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	153;1517;3653;3724;3725;3981;4460;4461;4869;4870;6160;6161;6241;6466;6780;6968;7480;7481;8050;8372;8373;8463;9116;9236;9707;10292;10293;10529;10853;10854;11091;12436;12728;12729;13110;13111;13594;13595;14274;14275;14680;14695;14802;15343;15344;15510	654;655;656;657;658;4976;4977;11218;11219;11409;11410;11411;11412;11413;11414;11415;11416;12080;12081;12082;13657;13658;13659;13660;13661;13662;13663;13664;13665;13666;13667;14742;14743;14744;14745;14746;14747;14748;14749;18599;18600;18905;18906;18907;18908;18909;18910;18911;18912;18913;19551;19552;20391;20392;20878;20879;20880;20881;22401;22402;22403;22404;22405;22406;22407;22408;22409;22410;22411;22412;24141;24142;24143;25157;25158;25159;25160;25161;25162;25163;25164;25165;25166;25167;25168;25169;25170;25171;25172;25173;25174;25175;25176;25177;25178;25179;25180;25181;25182;25183;25184;25185;25186;25452;25453;25454;25455;25456;25457;25458;27461;27462;27463;27464;27465;27819;29131;29132;29133;30776;30777;30778;30779;30780;30781;31383;31384;32204;32205;32206;32207;32208;32209;32210;32211;32752;32753;32754;36972;36973;36974;36975;36976;36977;36978;36979;36980;36981;36982;36983;36984;37935;37936;37937;37938;37939;37940;37941;37942;39300;39301;39302;39303;39304;39305;39306;39307;39308;39309;39310;39311;39312;39313;39314;39315;39316;40923;40924;40925;40926;40927;40928;40929;40930;40931;40932;40933;40934;43078;43079;43080;43081;43082;43083;43084;43085;44200;44201;44259;44260;44261;44639;44640;46368;46369;46370;46371;46372;46373;46374;46375;46376;46843;46844;46845;46846	1142;1143;1144;1145;1146;9204;9205;9206;20506;20507;20508;20509;20510;20511;20512;20513;20514;20881;20882;20883;20884;20885;20886;20887;20888;20889;20890;20891;20892;20893;20894;20895;20896;20897;22068;22069;22070;22071;22072;22073;22074;22075;22076;22077;22078;22079;22080;22081;22082;22083;22084;22085;22086;22087;22088;25117;25118;25119;25120;25121;25122;25123;25124;25125;25126;25127;25128;25129;25130;25131;25132;25133;25134;25135;25136;25137;25138;25139;25140;25141;25142;25143;25144;25145;25146;26981;26982;26983;26984;26985;26986;26987;26988;26989;26990;26991;26992;26993;26994;26995;34013;34014;34015;34016;34017;34018;34019;34580;34581;34582;34583;34584;34585;34586;34587;34588;34589;34590;34591;34592;34593;35720;35721;37131;37132;37133;37134;37929;37930;37931;37932;37933;37934;37935;37936;40651;40652;40653;40654;40655;40656;40657;40658;40659;40660;40661;40662;40663;43892;43893;43894;45642;45643;45644;45645;45646;45647;45648;45649;45650;45651;45652;45653;45654;45655;45656;45657;45658;45659;45660;45661;45662;45663;45664;45665;45666;45667;45668;45669;45670;45671;45672;45673;45674;45675;45676;45677;45678;45679;45680;45681;45682;45683;45684;45685;45686;45687;45688;45689;45690;45691;45692;45693;45694;45695;45696;45697;45698;46187;46188;46189;46190;46191;46192;46193;46194;49794;49795;49796;49797;49798;49799;49800;49801;49802;50437;52823;52824;52825;52826;52827;52828;52829;52830;52831;52832;55837;55838;55839;55840;55841;55842;55843;55844;55845;55846;55847;55848;55849;55850;56887;56888;56889;56890;56891;56892;56893;56894;56895;58286;58287;58288;58289;58290;58291;58292;58293;58294;58295;58296;58297;59151;59152;59153;66760;66761;66762;66763;66764;66765;66766;66767;66768;66769;66770;66771;66772;66773;66774;66775;66776;66777;66778;66779;66780;66781;66782;66783;66784;66785;68536;68537;68538;68539;68540;68541;68542;68543;68544;68545;68546;68547;68548;68549;68550;68551;71067;71068;71069;71070;71071;71072;71073;71074;71075;71076;71077;71078;71079;71080;71081;71082;71083;71084;71085;71086;71087;71088;71089;71090;71091;71092;71093;71094;71095;73848;73849;73850;73851;73852;73853;73854;73855;73856;73857;73858;73859;73860;73861;73862;73863;73864;73865;73866;73867;73868;73869;73870;73871;73872;73873;73874;73875;73876;73877;73878;73879;73880;78014;78015;78016;78017;78018;78019;78020;78021;78022;78023;78024;78025;78026;78027;78028;78029;78030;78031;78032;78033;78034;80188;80189;80190;80191;80312;80313;80314;80315;80316;80317;80318;80319;80320;81022;81023;81024;81025;81026;84201;84202;84203;84204;84205;84206;84207;84208;84209;84210;84211;84212;84213;84214;84215;84216;84217;84218;85068;85069;85070;85071;85072;85073	1143;9206;20511;20884;20888;22068;25120;25145;26985;26994;34016;34019;34580;35720;37132;37934;40654;43894;45667;45689;46189;49801;50437;52823;55838;55848;56893;58287;58292;59152;66782;68543;71069;71080;73851;73876;78018;78031;80191;80314;81023;84202;84214;85069	45	592	-1
P05317	P05317	12	12	12	60S acidic ribosomal protein P0	RPP0	sp|P05317|RLA0_YEAST 60S acidic ribosomal protein P0 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP0 PE=1 SV=2	1	12	12	12	36.2	36.2	36.2	33.717	312	312	0	323.31	0.78683	0.95609	15.185	35	0	Leave out requantified	44238000000	23453000000	20785000000				93	293;1205;1206;3747;3748;4104;4105;4284;8281;11713;11714;13301	True;True;True;True;True;True;True;True;True;True;True;True	296;1218;1219;1220;3778;3779;4137;4138;4319;8355;11841;11842;13448	1154;1155;1156;4041;4042;4043;4044;4045;4046;11564;11565;11566;11567;11568;11569;11570;11571;11572;12559;12560;12561;12562;13070;13071;13072;13073;13074;13075;13076;13077;13078;13079;25092;25093;25094;25095;35176;35177;35178;35179;35180;35181;35182;35183;35184;35185;35186;35187;35188;35189;40353;40354;40355;40356	2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;7542;7543;7544;7545;7546;7547;7548;7549;21155;21156;21157;21158;21159;21160;21161;21162;21163;21164;21165;21166;21167;21168;21169;21170;21171;21172;21173;21174;22972;22973;22974;22975;22976;22977;22978;22979;22980;22981;22982;22983;22984;22985;22986;22987;22988;22989;22990;22991;22992;23935;23936;23937;23938;23939;23940;23941;23942;23943;23944;23945;23946;23947;23948;23949;23950;23951;23952;23953;23954;23955;23956;23957;23958;23959;23960;23961;23962;45536;45537;45538;45539;45540;45541;45542;45543;45544;63487;63488;63489;63490;63491;63492;63493;63494;63495;63496;63497;63498;63499;63500;63501;63502;63503;63504;63505;63506;63507;63508;63509;63510;63511;63512;63513;63514;63515;63516;63517;63518;72834;72835;72836;72837;72838;72839;72840;72841;72842;72843;72844;72845;72846;72847;72848;72849;72850;72851;72852	2074;7542;7546;21164;21173;22974;22990;23938;45542;63492;63512;72839	46	128	-1
P05318	P05318	3	3	3	60S acidic ribosomal protein P1-alpha	RPP1A	sp|P05318|RLA1_YEAST 60S acidic ribosomal protein P1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP1A PE=1 SV=4	1	3	3	3	50.9	50.9	50.9	10.908	106	106	0	138.21	0.75643	0.99857	13.642	13	0	Leave out requantified	4551800000	2370300000	2181400000				94	608;7929;12218	True;True;True	618;8001;12348	2139;23896;23897;23898;23899;23900;23901;23902;23903;23904;23905;23906;23907;23908;23909;23910;36694;36695;36696;36697;36698	4028;43439;43440;43441;43442;43443;43444;43445;43446;43447;43448;43449;43450;43451;43452;43453;43454;43455;43456;43457;43458;43459;43460;43461;43462;43463;43464;43465;43466;66200;66201;66202;66203;66204;66205;66206	4028;43457;66205			-1
P05319	P05319	4	4	4	60S acidic ribosomal protein P2-alpha	RPP2A	sp|P05319|RLA2_YEAST 60S acidic ribosomal protein P2-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP2A PE=1 SV=1	1	4	4	4	52.8	52.8	52.8	10.746	106	106	0	169.67	0.72335	0.99447	15.59	41	0	Leave out requantified	8542300000	4739300000	3803000000				95	474;12299;14516;15183	True;True;True;True	481;12429;14676;15349	1744;1745;1746;1747;1748;1749;1750;1751;1752;1753;1754;1755;1756;1757;1758;1759;1760;1761;1762;1763;1764;1765;1766;36933;36934;36935;36936;36937;36938;44190;44191;46392;46393;46394;46395;46396;46397;46398;46399;46400;46401;46402;46403;46404;46405;46406;46407;46408;46409;46410;46411;46412;46413;46414;46415;46416;46417;46418;46419;46420;46421;46422;46423;46424;46425;46426;46427;46428;46429;46430	3275;3276;3277;3278;3279;3280;3281;3282;3283;3284;3285;3286;3287;3288;3289;3290;3291;3292;3293;3294;3295;3296;3297;3298;3299;3300;3301;3302;3303;3304;3305;3306;3307;3308;3309;3310;3311;3312;3313;3314;3315;3316;3317;3318;3319;3320;3321;3322;3323;3324;3325;3326;3327;66675;66676;66677;66678;66679;66680;66681;66682;66683;66684;66685;66686;66687;66688;66689;80170;80171;80172;80173;80174;80175;84246;84247;84248;84249;84250;84251;84252;84253;84254;84255;84256;84257;84258;84259;84260;84261;84262;84263;84264;84265;84266;84267;84268;84269;84270;84271;84272;84273;84274;84275;84276;84277;84278;84279;84280;84281;84282;84283;84284;84285;84286;84287;84288;84289;84290;84291;84292;84293;84294;84295;84296;84297;84298;84299;84300;84301;84302;84303;84304;84305;84306;84307;84308;84309;84310;84311	3282;66678;80175;84258			-1
P05373	P05373	7	7	7	Delta-aminolevulinic acid dehydratase	HEM2	sp|P05373|HEM2_YEAST Delta-aminolevulinic acid dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM2 PE=1 SV=2	1	7	7	7	42.7	42.7	42.7	37.74	342	342	0	73.886	0.54277	0.88707	44.174	6	0	Leave out requantified	708510000	394050000	314460000				96	282;1689;3416;7669;8935;9756;12336	True;True;True;True;True;True;True	285;1707;3446;7736;9017;9857;12468	1118;5529;10621;23127;23128;23129;23130;27104;27105;27106;29632;29633;29634;37120	2009;10263;19432;42028;42029;42030;42031;49148;49149;49150;49151;49152;49153;49154;49155;53716;53717;53718;53719;67044	2009;10263;19432;42028;49148;53716;67044			-1
P05374	P05374	13	13	13	Phosphatidylethanolamine N-methyltransferase	CHO2	sp|P05374|CHO2_YEAST Phosphatidylethanolamine N-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHO2 PE=1 SV=1	1	13	13	13	22.6	22.6	22.6	101.2	869	869	0	144.26	0.84289	1.1825	22.638	17	0	Leave out requantified	1500700000	954110000	546570000				97	5039;6338;6792;9077;10113;10637;10948;12152;13028;13547;13911;14168;14289	True;True;True;True;True;True;True;True;True;True;True;True;True	5086;6394;6851;9168;10221;10750;11063;12282;13171;13697;14066;14326;14449	15395;15396;15397;19354;20585;27616;27617;30628;30629;30630;31967;31968;31969;32691;32692;36467;36468;36469;36470;36471;39502;41304;41305;42430;42431;43225;43226;43543;43544;43545	28159;28160;28161;28162;35368;37449;50098;50099;50100;50101;50102;50103;55615;55616;55617;55618;55619;55620;57891;57892;57893;57894;59064;59065;59066;59067;65784;65785;65786;65787;65788;65789;65790;71410;74566;74567;74568;74569;74570;74571;74572;76742;76743;76744;76745;76746;78324;78325;78326;78327;78937;78938;78939	28159;35368;37449;50100;55619;57894;59066;65790;71410;74572;76743;78324;78939			-1
P05375	P05375	2	2	2	Phosphatidyl-N-methylethanolamine N-methyltransferase	OPI3	sp|P05375|PLMT_YEAST Phosphatidyl-N-methylethanolamine N-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OPI3 PE=1 SV=1	1	2	2	2	18	18	18	23.15	206	206	0	5.6356	NaN	NaN	NaN	0	0	Median	2250700	2250700	0				98	2589;8967	True;True	2614;9051	8281;27265	15145;49458	15145;49458			-1
P05453	P05453	20	20	20	Eukaryotic peptide chain release factor GTP-binding subunit	SUP35	sp|P05453|ERF3_YEAST Eukaryotic peptide chain release factor GTP-binding subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUP35 PE=1 SV=1	1	20	20	20	38	38	38	76.55	685	685	0	146.81	0.59907	0.87949	26.534	23	0	Leave out requantified	4621900000	2813100000	1808800000				99	1266;1724;2013;2056;2615;4329;4610;5363;5835;6396;6420;7833;8963;12253;12541;12599;12600;13949;14973;15382	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1280;1742;2034;2077;2640;4365;4651;5412;5888;6453;6477;7902;9047;12383;12675;12735;12736;14104;15138;15548	4235;4236;5672;6538;6539;6540;6541;6667;8340;13208;13209;14185;14186;16431;16432;16433;17702;17703;17704;17705;19522;19523;19575;19576;23584;27255;27256;36815;36816;36817;36818;36819;37780;37781;37782;37783;37956;37957;37958;37959;42559;42560;42561;45780;45781;45782;45783;46937;46938	7887;7888;10513;12099;12100;12101;12102;12103;12318;15239;24204;24205;24206;24207;24208;26051;26052;26053;26054;30085;30086;30087;30088;32385;32386;32387;32388;35671;35672;35673;35674;35761;35762;35763;35764;35765;42877;49439;49440;49441;66464;66465;66466;66467;66468;66469;66470;66471;66472;68289;68290;68291;68292;68593;68594;68595;68596;68597;68598;76956;76957;76958;83160;83161;83162;83163;83164;83165;83166;83167;83168;85248;85249;85250	7888;10513;12103;12318;15239;24206;26054;30086;32387;35671;35765;42877;49440;66467;68292;68593;68597;76958;83165;85249			-1
P05626	P05626	2	2	2	ATP synthase subunit 4, mitochondrial	ATP4	sp|P05626|ATPF_YEAST ATP synthase subunit 4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP4 PE=1 SV=2	1	2	2	2	12.3	12.3	12.3	26.925	244	244	0	34.701	0.69197	0.97217	1.189	4	0	Leave out requantified	394130000	122950000	271180000				100	5002;14212	True;True	5049;14370	15263;15264;43340;43341;43342;43343;43344	27931;27932;78553;78554;78555;78556;78557;78558;78559;78560;78561;78562;78563	27931;78553			-1
P05694	P05694	42	42	42	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	MET6	sp|P05694|METE_YEAST 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET6 PE=1 SV=4	1	42	42	42	63.1	63.1	63.1	85.859	767	767	0	323.31	0.91566	1.2882	19.36	118	0	Leave out requantified	40736000000	20573000000	20163000000				101	69;603;604;881;1293;2154;2393;2666;3127;3143;3559;3730;4012;4057;4285;4286;5726;5957;5999;6250;6265;6273;7092;7093;8016;8394;10069;10111;10182;10595;11072;13233;13246;13647;13827;14013;14420;14779;14848;14964;15385;15443	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	69;613;614;892;1307;2177;2417;2695;3156;3172;3590;3761;4043;4089;4320;4321;5779;6010;6052;6305;6320;6328;7153;7154;8088;8469;10176;10219;10290;10706;11188;13377;13391;13801;13982;14171;14580;14942;15012;15129;15551;15609	258;259;2110;2111;2112;2944;2945;2946;2947;2948;2949;4312;4313;4314;6970;6971;6972;7643;7644;7645;7646;7647;7648;8472;8473;8474;8475;9882;9883;9926;9927;11055;11514;11515;12259;12260;12261;12262;12390;12391;13080;13081;13082;17421;17422;18059;18060;18061;18062;18063;18238;18239;19113;19114;19161;19162;19178;21379;21380;21381;21382;21383;21384;21385;24232;24233;24234;24235;25472;25473;25474;25475;30475;30476;30477;30478;30479;30480;30620;30621;30622;30623;30624;30625;30771;30772;30773;31865;33105;33106;40118;40119;40120;40121;40122;40123;40124;40125;40126;40127;40128;40129;40130;40131;40132;40133;40134;40197;40198;40199;40200;40201;41588;42186;42187;42188;42189;42821;42822;43958;43959;45097;45098;45377;45378;45379;45380;45749;45750;45751;45752;45753;46945;46946;47110;47111;47112;47113;47114;47115	491;492;3975;3976;3977;5467;5468;5469;5470;5471;5472;5473;5474;5475;5476;5477;5478;8025;8026;8027;8028;8029;8030;8031;8032;12837;12838;12839;13943;13944;13945;13946;13947;13948;13949;13950;13951;13952;13953;13954;13955;13956;13957;13958;15468;15469;15470;15471;15472;15473;15474;15475;18048;18049;18050;18128;18129;18130;18131;20223;21059;21060;21061;21062;21063;21064;21065;21066;22419;22420;22421;22422;22423;22424;22425;22426;22427;22640;22641;22642;22643;22644;22645;23963;23964;23965;31873;31874;31875;31876;31877;33022;33023;33024;33025;33026;33027;33028;33029;33030;33031;33032;33033;33034;33321;33322;33323;33324;33325;33326;33327;33328;33329;34938;34939;34940;34941;34942;35025;35026;35027;35028;35029;35030;35051;38792;38793;38794;38795;38796;38797;38798;38799;38800;38801;38802;38803;38804;38805;38806;38807;38808;38809;44060;44061;44062;44063;44064;44065;44066;44067;46212;46213;46214;46215;46216;46217;46218;46219;46220;46221;46222;46223;55323;55324;55325;55326;55327;55328;55329;55330;55331;55332;55601;55602;55603;55604;55605;55606;55607;55608;55609;55610;55826;55827;55828;55829;55830;55831;55832;55833;55834;57744;59768;59769;59770;59771;59772;72399;72400;72401;72402;72403;72404;72405;72406;72407;72408;72409;72410;72411;72412;72413;72414;72415;72416;72417;72418;72419;72420;72421;72422;72423;72424;72425;72426;72427;72551;72552;72553;72554;72555;72556;72557;72558;72559;72560;75094;76248;76249;76250;76251;76252;76253;76254;76255;76256;76257;76258;76259;77512;77513;77514;77515;77516;77517;77518;79728;79729;79730;79731;79732;81953;81954;81955;82462;82463;82464;82465;83112;83113;83114;83115;83116;83117;83118;83119;83120;83121;83122;85261;85262;85578;85579;85580;85581;85582;85583;85584;85585;85586;85587;85588;85589	491;3975;3977;5477;8026;12838;13951;15469;18050;18131;20223;21065;22427;22640;23963;23965;31875;33034;33329;34939;35026;35051;38792;38801;44060;46220;55329;55606;55834;57744;59770;72403;72560;75094;76256;77513;79730;81954;82462;83113;85261;85581			-1
P05737	P05737	22	1	1	60S ribosomal protein L7-A	RPL7A	sp|P05737|RL7A_YEAST 60S ribosomal protein L7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL7A PE=1 SV=3	1	22	1	1	72.1	3.7	3.7	27.638	244	244	0.0019802	2.4417	0.54591	0.75646	3.7444	2	0	Median	258300000	168700000	89595000				102	46;2812;3177;3178;3863;4521;4522;5540;5541;5659;5660;6883;7563;8409;8410;9219;10219;10547;10685;12465;14371;15057	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False	46;2841;3206;3207;3894;4561;4562;5589;5590;5711;5712;6943;7630;8484;8485;9314;10327;10658;10798;12598;14531;15222	185;186;187;188;189;190;191;8890;8891;10000;10001;10002;10003;10004;11865;11866;11867;11868;13938;13939;13940;13941;13942;13943;13944;13945;13946;13947;16881;16882;16883;16884;17242;17243;17244;17245;17246;17247;20820;20821;20822;22856;22857;22858;22859;22860;25518;25519;25520;25521;25522;25523;25524;25525;28030;28031;28032;28033;30872;30873;30874;30875;31733;31734;31735;31736;31737;32078;32079;37497;37498;43789;43790;43791;43792;46002;46003;46004;46005;46006;46007;46008;46009;46010;46011;46012;46013;46014	341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;16244;16245;16246;16247;18248;18249;18250;18251;18252;18253;18254;18255;21688;21689;21690;21691;21692;25631;25632;25633;25634;25635;25636;25637;25638;25639;25640;25641;25642;25643;25644;25645;25646;25647;25648;25649;25650;25651;25652;30899;30900;30901;30902;30903;30904;30905;30906;30907;31550;31551;31552;31553;31554;31555;31556;31557;31558;37845;37846;37847;41479;41480;41481;41482;41483;41484;41485;41486;41487;41488;41489;41490;41491;41492;41493;41494;41495;41496;41497;41498;41499;41500;41501;46300;46301;46302;46303;46304;46305;46306;46307;46308;46309;46310;46311;46312;46313;46314;46315;46316;46317;46318;50847;50848;50849;50850;50851;50852;50853;50854;50855;50856;50857;56009;56010;56011;56012;56013;56014;56015;56016;56017;56018;56019;56020;56021;56022;56023;56024;56025;56026;56027;56028;56029;56030;56031;56032;57525;57526;57527;57528;57529;57530;57531;57532;57533;57534;57535;57536;57537;57538;57539;57540;58072;58073;58074;67752;67753;79414;79415;79416;79417;79418;79419;79420;79421;79422;79423;79424;79425;83542;83543;83544;83545;83546;83547;83548;83549;83550;83551;83552;83553;83554;83555;83556;83557;83558;83559;83560;83561;83562	345;16245;18248;18254;21691;25636;25650;30899;30907;31553;31556;37846;41492;46306;46314;50853;56012;57535;58074;67753;79416;83544			-1
P05738	P05738	10	10	3	60S ribosomal protein L9-A	RPL9A	sp|P05738|RL9A_YEAST 60S ribosomal protein L9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL9A PE=1 SV=2	1	10	10	3	44.5	44.5	14.7	21.569	191	191	0	202.72	0.89901	1.1787	31.445	25	0	Leave out requantified	22310000000	12477000000	9832900000				103	3206;4594;6366;9385;11825;13654;13655;15150;15452;15453	True;True;True;True;True;True;True;True;True;True	3235;4635;6422;9481;11954;13808;13809;15315;15618;15619	10080;10081;10082;10083;14145;14146;14147;14148;14149;14150;19423;19424;19425;19426;19427;19428;28517;35508;35509;41608;41609;41610;46284;46285;46286;46287;46288;46289;46290;46291;46292;46293;46294;47147;47148;47149;47150;47151;47152;47153;47154;47155;47156	18384;18385;18386;18387;18388;18389;18390;18391;25982;25983;25984;25985;25986;25987;25988;25989;25990;35467;35468;35469;35470;35471;35472;35473;35474;51784;64109;64110;64111;64112;64113;64114;64115;64116;64117;64118;64119;64120;64121;64122;64123;64124;64125;75147;75148;75149;75150;75151;84060;84061;84062;84063;84064;84065;84066;84067;84068;84069;84070;84071;84072;84073;84074;84075;84076;84077;84078;84079;85652;85653;85654;85655;85656;85657;85658;85659;85660;85661;85662;85663;85664;85665;85666;85667;85668;85669;85670;85671;85672;85673;85674;85675;85676;85677;85678;85679;85680;85681;85682;85683;85684;85685;85686;85687;85688	18385;25989;35472;51784;64112;75148;75150;84070;85662;85688			-1
P05739	P05739	19	19	12	60S ribosomal protein L6-B	RPL6B	sp|P05739|RL6B_YEAST 60S ribosomal protein L6-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL6B PE=1 SV=4	1	19	19	12	77.8	77.8	44.3	19.986	176	176	0	166.91	0.88701	1.2332	20.254	47	0	Leave out requantified	35969000000	17831000000	18138000000				104	684;685;1025;1968;2239;3318;4647;6256;6303;9418;9419;10665;12627;13741;14294;14522;14880;14881;15423	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	694;695;1038;1989;2263;3347;4688;6311;6358;9515;9516;10778;12764;13895;14454;14682;15044;15045;15589	2362;2363;2364;2365;2366;3404;3405;3406;3407;3408;6425;6426;7202;7203;7204;10354;10355;10356;10357;14271;14272;14273;14274;19134;19135;19256;19257;19258;19259;28606;28607;28608;28609;28610;32028;32029;32030;38029;38030;38031;41882;41883;43555;43556;44204;44205;45466;45467;45468;45469;47067;47068	4446;4447;4448;4449;4450;6340;6341;6342;6343;6344;6345;6346;6347;6348;6349;6350;6351;6352;6353;11881;11882;13235;13236;13237;13238;18908;18909;18910;18911;18912;18913;18914;18915;18916;18917;26212;26213;26214;26215;26216;26217;26218;26219;26220;26221;26222;26223;26224;26225;34979;34980;35187;35188;35189;35190;35191;35192;35193;51929;51930;51931;51932;51933;51934;51935;51936;57986;57987;57988;68702;68703;68704;68705;68706;75680;75681;78966;78967;78968;78969;80194;80195;80196;80197;80198;80199;80200;80201;82617;82618;82619;82620;82621;82622;82623;82624;82625;82626;82627;85501;85502	4446;4450;6348;11881;13238;18910;26213;34980;35187;51929;51932;57986;68704;75680;78969;80199;82618;82627;85502			-1
P05740	P05740	8	8	1	60S ribosomal protein L17-A	RPL17A	sp|P05740|RL17A_YEAST 60S ribosomal protein L17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL17A PE=1 SV=4	1	8	8	1	57.1	57.1	5.4	20.549	184	184	0	86.892	0.85022	1.0282	16.966	29	0	Leave out requantified	42535000000	22750000000	19786000000				105	2673;3541;5637;8792;10727;12513;15039;15199	True;True;True;True;True;True;True;True	2702;3572;5688;8868;10841;12647;15204;15365	8492;8493;10993;10994;10995;10996;10997;17168;17169;17170;17171;17172;17173;17174;17175;17176;17177;17178;17179;17180;17181;17182;17183;26657;26658;26659;26660;32179;32180;37670;45950;45951;46491;46492;46493;46494	15503;15504;15505;15506;15507;15508;15509;15510;20113;20114;20115;20116;20117;20118;20119;20120;20121;20122;20123;20124;20125;20126;20127;20128;20129;20130;20131;20132;20133;20134;31407;31408;31409;31410;31411;31412;31413;31414;31415;31416;31417;31418;31419;31420;31421;31422;31423;31424;31425;31426;31427;31428;31429;31430;31431;31432;31433;31434;31435;31436;48350;48351;48352;48353;48354;48355;48356;48357;58237;58238;68068;68069;83445;83446;84420;84421;84422;84423;84424;84425;84426;84427	15509;20116;31409;48355;58238;68068;83446;84421			-1
